Size,TimeMicroseconds
69800,28279
69900,24423
70000,33266.8
70100,36995.4
70200,27894.2
70300,24649.4
70400,31715
70500,24927.2
70600,32175.8
70700,35083
70800,33020.4
70900,33513.8
71000,32426.2
71100,34014.4
71200,31992.2
71300,30751.2
71400,29031
71500,30962.6
71600,31862.6
71700,29654.8
71800,31632.2
71900,22430.8
72000,34203.4
72100,30270.8
72200,26912.2
72300,26742.2
72400,28076.2
72500,29597.4
72600,25271.2
72700,27019.6
72800,28294.8
72900,32764
73000,24720.2
73100,28311.8
73200,32399.8
73300,22595
73400,31047.2
73500,26837.4
73600,27469.6
73700,25294.8
73800,34393.6
73900,37471
74000,33736.2
74100,29696
74200,34087
74300,29134.2
74400,35106
74500,32999
74600,28205.2
74700,38814.8
74800,43726.2
74900,38363.6
75000,35223.4
75100,36851.6
75200,42048.8
75300,36588.6
75400,34604.2
75500,36473.4
75600,26352.4
75700,27939.6
75800,38461
75900,36757.4
76000,37970.8
76100,35380.6
76200,34203.8
76300,33600.2
76400,30788.6
76500,30783.8
76600,31148.4
76700,32347.4
76800,35652.8
76900,36993.2
77000,30344.2
77100,32531.4
77200,26348.8
77300,30945.6
77400,32866.4
77500,32520.8
77600,33132.8
77700,23790.4
77800,34589.6
77900,27507.4
78000,36242.4
78100,31664.8
78200,31190.6
78300,32318.2
78400,31676.2
78500,29402.2
78600,33536.2
78700,28504
78800,30924.4
78900,34331
79000,28509
79100,31149.4
79200,34180.8
79300,30036.6
79400,37512.4
79500,43109
79600,36837.8
79700,40374
79800,33610.2
79900,35295.8
80000,29726
80100,35379.2
80200,34116.4
80300,35031
80400,30441
80500,35179.8
80600,34065.2
80700,37538.6
80800,54796.6
80900,49572.2
81000,42234.8
81100,28737.8
81200,31309
81300,37295
81400,56711.2
81500,41928.2
81600,27889.4
81700,31173
81800,33847.6
81900,25470.2
82000,31111
82100,30972.8
82200,36582.8
82300,43444.2
82400,42905.8
82500,31768.2
82600,35455.6
82700,36224.2
82800,40091.6
82900,36458.6
83000,40999.2
83100,38933.6
83200,36343
83300,32821.8
83400,31338.4
83500,35473.8
83600,31453
83700,25602.8
83800,39867.2
83900,39508
84000,33663.8
84100,45914.8
84200,35122.4
84300,35075
84400,32184.4
84500,34872
84600,48982.2
84700,72160.4
84800,59473.8
84900,39422.6
85000,34755
85100,41637
85200,37850.6
85300,47267.2
85400,50403
85500,32075.2
85600,29642.4
85700,34731
85800,44212.6
85900,43682.6
86000,50291.2
86100,42888.4
86200,32858
86300,32544.8
86400,41624.2
86500,33292.2
86600,38764.6
86700,36182.2
86800,45893.6
86900,37994
87000,41549
87100,39400
87200,35242
87300,38928.2
87400,35600.4
87500,39274
87600,47011.4
87700,39136.2
87800,42879.6
87900,41129.2
88000,30955.2
88100,34071
88200,43157.6
88300,33122.2
88400,37190.2
88500,44077.2
88600,38916.4
88700,56201.6
88800,67901.6
88900,56140.8
89000,51703.8
89100,50553.8
89200,39208.8
89300,46435.6
89400,40326.8
89500,40038.2
89600,37581
89700,41192.6
89800,36327.8
89900,42277
90000,39576.4
90100,41146.8
90200,41646
90300,40095.4
90400,36660.6
90500,39283.8
90600,44192.4
90700,43703.2
90800,43480.6
90900,37888.6
91000,43532.2
91100,43352.2
91200,39009.2
91300,34118
91400,41295.8
91500,38747.6
91600,42060
91700,36464.2
91800,33074.6
91900,41041
92000,35596
92100,39327.2
92200,42397.6
92300,38527.8
92400,35879.8
92500,44586.2
92600,40584.4
92700,37662.4
92800,35305.2
92900,37523
93000,45937.8
93100,46715.4
93200,48940
93300,49305.2
93400,47850
93500,37585.6
93600,27101.6
93700,39170.2
93800,40829
93900,36387.8
94000,40946.8
94100,41752.4
94200,50038
94300,47049.2
94400,38860.8
94500,43663.2
94600,41612.8
94700,46087
94800,45309
94900,46013.2
95000,50594.4
95100,43865.8
95200,50410.4
95300,46813
95400,47705.2
95500,58349.8
