Size,TimeMicroseconds
42800,11201.8
42900,8250.6
43000,8022.2
43100,9253.6
43200,10808.2
43300,8245.6
43400,5638.8
43500,8170.4
43600,9506.2
43700,8321
43800,6910.4
43900,10613.8
44000,10004
44100,7894.4
44200,5500.2
44300,8807
44400,5999
44500,6997.2
44600,10225
44700,9472.2
44800,7490.4
44900,6421.6
45000,5529
45100,6154
45200,6688.2
45300,9084.2
45400,10741.2
45500,10142.4
45600,10031
45700,10719
45800,11785.2
45900,7735.2
46000,7335.8
46100,10545.2
46200,11877
46300,12889
46400,10083
46500,10490.4
46600,7455.4
46700,5686.6
46800,6135.8
46900,7660.8
47000,6807
47100,8018
47200,11070.8
47300,9351.6
47400,6535.2
47500,8104
47600,7111.2
47700,10601
47800,9188.6
47900,11251
48000,9534.2
48100,10809.6
48200,10844.4
48300,11369
48400,9337.2
48500,8898.4
48600,9603.2
48700,7314.8
48800,7707.8
48900,7837.6
49000,6882.4
49100,8770.4
49200,12778.8
49300,11305.2
49400,7209.4
49500,7242.6
49600,10195.4
49700,15017.6
49800,11670.2
49900,12352
50000,8153.4
50100,12671.8
50200,8915.6
50300,6168.4
50400,9569.8
50500,10610.6
50600,14732
50700,13638.2
50800,8918.4
50900,7136.6
51000,10895.2
51100,14787.6
51200,11357.8
51300,11435.4
51400,12546.6
51500,13651.8
51600,11372.6
51700,11350.4
51800,7347.4
51900,9379.8
52000,10231.4
52100,12242.4
52200,10501.2
52300,11964.4
52400,13134
52500,12374.4
52600,12097.4
52700,6752.6
52800,14021.8
52900,11194
53000,11001.4
53100,10760.4
53200,12065.4
53300,11238.4
53400,11380.2
53500,13534.8
53600,11063.8
53700,9216.8
53800,9054.8
53900,7549.4
54000,10359.8
54100,11657.2
54200,13150
54300,8125.2
54400,13008.4
54500,8355.6
54600,8436.8
54700,13779.6
54800,13333.6
54900,8242.4
55000,9178
55100,12860.2
55200,10875.6
55300,7742.6
55400,7977.2
55500,10202.2
55600,11610.6
55700,8038.2
55800,7348.6
55900,7657.6
56000,8150.4
56100,8373.4
56200,9155
56300,7036.8
56400,7778.6
56500,9775.4
56600,12043.2
56700,8838
56800,8685.6
56900,8927.6
57000,11204.4
57100,14160.6
57200,15598.2
57300,15676.8
57400,10562.6
57500,13938
57600,16063.2
57700,10800.2
57800,9674.2
57900,11043.4
58000,11929.6
58100,13126.8
58200,12069
58300,12151.8
58400,10663.4
58500,12858
58600,13186.8
58700,12874.4
58800,10377.6
58900,13962.8
59000,15479
59100,15745.4
59200,13285.8
59300,12291
59400,12083.8
59500,13169.8
59600,14221
59700,13252.4
59800,12464.4
59900,15689.8
